from,fromType,to,toType
mr. carlos pizarro leongomez,0,carlos pizarro leongomez,1
mr. cristiani,0,cristiani,1
mr. de soto,0,de soto,1
mr. duarte,0,duarte,1
mr. heyndal,0,heyndal,1
mr. jeff sino,0,jeff sino,1
mr. luis pazos,0,luis pazos,1
mr. meneses,0,meneses,1
mr. mitterrand,0,mitterrand,1
mr. pastrana,0,pastrana,1
mr. pizarro,0,pizarro,1
mr. president perez,0,perez,1
mr. teneda,0,teneda,1
mr. torres,0,torres,1
mr. walker,0,walker,1
mrs cerna,0,cerna,1
mrs chamorro,0,chamorro,1
mrs fernandez,0,fernandez,1
mrs giroldi,0,giroldi,1
mrs julia elba ramos,0,julia elba ramos,1
mrs norma girola de herrera,0,norma girola de herrera,1
mrs patricia echavarria,0,patricia echavarria,1
mrs platero,0,platero,1
mrs violeta de chamorro,0,violeta de chamorro,1
mrs violetta chamorro,0,violetta chamorro,1
mrta chief victor polay,0,victor polay,1
ms casonova porras,0,casonova porras,1
ms dolores isabel casanova porras,0,dolores isabel casanova porras,1
msgr arnulfo romero,0,arnulfo romero,1
msgr arturo rivera y damas,0,arturo rivera y damas,1
msgr dario castrillon,0,dario castrillon,1
msgr dimas cedeno delgado,0,dimas cedeno delgado,1
msgr gregorio rosa chavez,0,gregorio rosa chavez,1
msgr hector santos hernandez,0,hector santos hernandez,1
msgr jesus emilio jaramillo,0,jesus emilio jaramillo,1
msgr juan jesus posadas ocampo,0,juan jesus posadas ocampo,1
msgr oscar andres rodriguez,0,oscar andres rodriguez,1
msgr oscar arnulfo romero,0,oscar arnulfo romero,1
msgr pablo smith,0,pablo smith,1
msgr rivera y damas,0,rivera y damas,1
msgr rodolfo quezada toruno,0,rodolfo quezada toruno,1
msgr roman arrieta villalobos,0,roman arrieta villalobos,1
msgr romeo tobar astorga,0,romeo tobar astorga,1
msgr romero,0,romero,1
msgr romero pay,0,romero,1
msgr rosa chavez,0,rosa chavez,1
msgr salvador schlaffer,0,salvador schlaffer,1
msgr sergio valech,0,sergio valech,1
msgr valech,0,valech,1
naim isaias,1,isaias,2
naim isaias,1,naim,2
narcisa castillero,1,castillero,2
narcisa castillero,1,narcisa,2
narciso isa conde,1,conde,2
narciso isa conde,1,isa,2
narciso isa conde,1,narciso,2
national assembly president ricardo alvarenga valdivieso,0,ricardo alvarenga valdivieso,1
national congress president carlos arbin montoya,0,carlos arbin montoya,1
national congress president wilfrido lucero,0,wilfrido lucero,1
national election board president carlos castaneda,0,carlos castaneda,1
national guard director coronel juan carlos carrillo,0,coronel juan carlos carrillo,1
national hero francisco morazan,0,francisco morazan,1
national legislative assembly president commander carlos nunez,0,carlos nunez,1
"national liberation front commander eduardo sancho, alias ferman cienfuegos",0,eduardo sancho,1
"national liberation front commander eduardo sancho, alias ferman cienfuegos",0,ferman cienfuegos,1
national police agent cipriano aparicio alvarez,0,cipriano aparicio alvarez,1
national police director colonel carlos guzman,0,carlos guzman,1
national police director colonel carlos mauricio guzman aguilar,0,carlos mauricio guzman aguilar,1
national police director miguel antonio gomez padilla,0,miguel antonio gomez padilla,1
national police officer fidel sanchez sanchez,0,fidel sanchez sanchez,1
nationalist republican alliance (arena) leader sigifredo ochoa perez,0,sigifredo ochoa perez,1
navy lieutenant justo martinez,0,justo martinez,1
nelson mejia henao,1,henao,2
nelson mejia henao,1,mejia,2
nelson mejia henao,1,nelson,2
nevardo morales,1,morales,2
nevardo morales,1,nevardo,2
new apra leader luis alva castro,0,luis alva castro,1
new honduran president rafael callejas,0,rafael callejas,1
new military commander colonel arnulfo cantarero,0,arnulfo cantarero,1
newsman alvaro contreras velez,0,alvaro contreras velez,1
newsman contreras velez,0,contreras velez,1
newsman emiliano j. pacheco,0,emiliano j. pacheco,1
newsman guillermo cano,0,guillermo cano,1
newspaper director guillermo cano,0,guillermo cano,1
nicaragua's daniel ortega,0,daniel ortega,1
nicaraguan cardinal miguel obando y bravo,0,miguel obando y bravo,1
nicaraguan citizen orlando adan solorzano martinez,0,orlando adan solorzano martinez,1
"nicaraguan contra commander manuel adan rugama, alias aureliano",0,aureliano,1
"nicaraguan contra commander manuel adan rugama, alias aureliano",0,manuel adan rugama,1
nicaraguan dictator anastasio somoza,0,somoza,1
nicaraguan foreign minister miguel d' escoto,0,miguel d' escoto,1
nicaraguan foreign minister miguel d'escoto,0,miguel d'escoto,1
nicaraguan foreign minister miguel d'escoto brockman,0,miguel d'escoto brockman,1
nicaraguan information minister manuel espinoza,0,manuel espinoza,1
nicaraguan interior minister tomas borge,0,tomas borge,1
nicaraguan luis fernando ordonez reyes,0,luis fernando ordonez reyes,1
nicaraguan luis ordonez,0,luis ordonez,1
nicaraguan president daniel,0,daniel,1
nicaraguan president daniel ortega,0,daniel ortega,1
nicaraguan president daniel ortega saavedra,0,daniel ortega saavedra,1
nicaraguan president ortega,0,ortega,1
nicolas alberto saravia,1,alberto,2
nicolas alberto saravia,1,nicolas,2
nicolas alberto saravia,1,saravia,2
nineth de garcia,1,garcia,2
nineth de garcia,1,nineth,2
nivaldo madrinan,1,madrinan,2
nivaldo madrinan,1,nivaldo,2
nobel peace prize winner oscar arias,0,oscar arias,1
noboru takeshita,1,noboru,2
noboru takeshita,1,takeshita,2
norma girola de herrera,1,girola,2
norma girola de herrera,1,herrera,2
norma girola de herrera,1,norma,2
north santander governor eduardo,0,eduardo,1
norwegian anthropologist bruce olson,0,bruce olson,1
oas secretary general clemente baena soares,0,clemente baena soares,1
oas secretary general joao baena soares,0,joao baena soares,1
oas secretary general joao clemente baena soares,0,joao clemente baena soares,1
ochoa perez,1,ochoa,2
ochoa perez,1,perez,2
octavio pardo,1,octavio,2
octavio pardo,1,pardo,2
octavio vargas silva,1,octavio,2
octavio vargas silva,1,silva,2
octavio vargas silva,1,vargas,2
officer carlos ricra papara,0,carlos ricra papara,1
officer colonel rene emilio ponce,0,rene emilio ponce,1
officer oscar martinez,0,oscar martinez,1
old presidency minister antonio rodriguez porth,0,antonio rodriguez porth,1
oliverio castaneda,1,castaneda,2
oliverio castaneda,1,oliverio,2
ologuren garcia ortiz,1,garcia,2
ologuren garcia ortiz,1,ologuren,2
ologuren garcia ortiz,1,ortiz,2
omar torrijos,1,omar,2
omar torrijos,1,torrijos,2
opposition labor leader febe elizabeth velazquez,0,febe elizabeth velazquez,1
opposition leader elizabeth velazquez,0,elizabeth velazquez,1
opposition leader patricio aylwin,0,patricio aylwin,1
orlando adan solorzano martinez,1,adan,2
orlando adan solorzano martinez,1,martinez,2
orlando adan solorzano martinez,1,orlando,2
orlando adan solorzano martinez,1,solorzano,2
orlando cepeda,1,cepeda,2
orlando cepeda,1,orlando,2
orlando inocente montano,1,inocente,2
orlando inocente montano,1,montano,2
orlando inocente montano,1,orlando,2
orlando letelier,1,letelier,2
orlando letelier,1,orlando,2
orlando montano,1,montano,2
orlando montano,1,orlando,2
orlando morales,1,morales,2
orlando morales,1,orlando,2
orlando reyes,1,orlando,2
orlando reyes,1,reyes,2
orlando vasquez,1,orlando,2
orlando vasquez,1,vasquez,2
orlando vasquez velasquez,1,orlando,2
orlando vasquez velasquez,1,vasquez,2
orlando vasquez velasquez,1,velasquez,2
orlando zepeda,1,orlando,2
orlando zepeda,1,zepeda,2
oscar alende,1,alende,2
oscar alende,1,oscar,2
oscar alfredo santamaria,1,alfredo,2
oscar alfredo santamaria,1,oscar,2
oscar alfredo santamaria,1,santamaria,2
oscar andres rodriguez,1,andres,2
oscar andres rodriguez,1,oscar,2
oscar andres rodriguez,1,rodriguez,2
oscar arias,1,arias,2
oscar arias,1,oscar,2
oscar arias sanchez,1,arias,2
oscar arias sanchez,1,oscar,2
oscar arias sanchez,1,sanchez,2
oscar arnulfo romero,1,arnulfo,2
oscar arnulfo romero,1,oscar,2
oscar arnulfo romero,1,romero,2
oscar botero,1,botero,2
oscar botero,1,oscar,2
oscar botero restrepo,1,botero,2
oscar botero restrepo,1,oscar,2
oscar botero restrepo,1,restrepo,2
oscar duenas,1,duenas,2
oscar duenas,1,oscar,2
oscar edgardo casanova,1,casanova,2
oscar edgardo casanova,1,edgardo,2
oscar edgardo casanova,1,oscar,2
oscar martinez,1,martinez,2
oscar martinez,1,oscar,2
oscar mejia,1,mejia,2
oscar mejia,1,oscar,2
oscar santamaria,1,oscar,2
oscar santamaria,1,santamaria,2
oscar vargas,1,oscar,2
oscar vargas,1,vargas,2
osvaldo alfaro aguinada,1,aguinada,2
osvaldo alfaro aguinada,1,alfaro,2
osvaldo alfaro aguinada,1,osvaldo,2
osvaldo castilla,1,castilla,2
osvaldo castilla,1,osvaldo,2
osvaldo diaz,1,diaz,2
osvaldo diaz,1,osvaldo,2
osvaldo diaz salvador,1,diaz,2
osvaldo diaz salvador,1,osvaldo,2
osvaldo diaz salvador,1,salvador,2
pablo baraona,1,baraona,2
pablo baraona,1,pablo,2
pablo escobar gaviria,1,escobar,2
pablo escobar gaviria,1,gaviria,2
pablo escobar gaviria,1,pablo,2
pablo li ormeno,1,li,2
pablo li ormeno,1,ormeno,2
pablo li ormeno,1,pablo,2
pablo martin berrocal,1,berrocal,2
pablo martin berrocal,1,martin,2
pablo martin berrocal,1,pablo,2
pablo pelaez gonzalez,1,gonzalez,2
pablo pelaez gonzalez,1,pablo,2
pablo pelaez gonzalez,1,pelaez,2
pablo smith,1,pablo,2
pablo smith,1,smith,2
panama mario castro arenas,0,mario castro arenas,1
panama's archbishop marcos mcgrath,0,marcos mcgrath,1
panama's attorney general rogelio cruz,0,rogelio cruz,1
panama's episcopal conference president jose luis lacunza,0,jose luis lacunza,1
panamanian abdiel adames,0,abdiel adames,1
panamanian ambassador bertran sherr,0,bertran sherr,1
panamanian attorney general rogelio cruz,0,rogelio cruz,1
panamanian foreign minister julio linares,0,julio linares,1
panamanian general manuel antonio noriega,0,manuel antonio noriega,1
panamanian general omar torrijos,0,omar torrijos,1
panamanian president guillermo endara,0,guillermo endara,1
paraguayan ramon sanchez,0,ramon sanchez,1
party leader cecilio rivera,0,cecilio rivera,1
party president andres zaldivar,0,andres zaldivar,1
pastor ribrejo,0,ribrejo,1
pastor ridrejo,1,pastor,2
pastor ridrejo,1,ridrejo,2
patricia echavarria,1,echavarria,2
patricia echavarria,1,patricia,2
patricio aylwin,1,aylwin,2
patricio aylwin,1,patricio,2
patricio leon,1,leon,2
patricio leon,1,patricio,2
patriotic union [up] president bernardo jaramillo ossa,0,bernardo jaramillo ossa,1
patriotic union leader jose antequera,0,jose antequera,1
patriotic union president diego montana cuellar,0,diego montana cuellar,1
paul caro gamarra,1,caro,2
paul caro gamarra,1,gamarra,2
paul caro gamarra,1,paul,2
paulo cesar paim de oliveira,1,cesar,2
paulo cesar paim de oliveira,1,oliveira,2
paulo cesar paim de oliveira,1,paim,2
paulo cesar paim de oliveira,1,paulo,2
paulo tarso flecha de lima,1,flecha,2
paulo tarso flecha de lima,1,lima,2
paulo tarso flecha de lima,1,paulo,2
paulo tarso flecha de lima,1,tarso,2
paz zamora,1,paz,2
paz zamora,1,zamora,2
pdc leader danilo barillas,0,danilo barillas,1
pedro jesus hernandez,1,hernandez,2
pedro jesus hernandez,1,jesus,2
pedro jesus hernandez,1,pedro,2
pedro pablo mejia,1,mejia,2
pedro pablo mejia,1,pablo,2
pedro pablo mejia,1,pedro,2
perez de cuellar,1,cuellar,2
perez de cuellar,1,perez,2
peru roberto linares,0,roberto linares,1
peruvian cardinal juan landazuri,0,juan landazuri,1
peruvian charge d'affaires luis sandiga,0,luis sandiga,1
peruvian chief executive alan garcia,0,alan garcia,1
"peruvian drug trafficker emilio reynoso aguilar, alias ""retaco i,""",0,emilio reynoso aguilar,1
peruvian drug trafficker jose cardenas guerra,0,jose cardenas guerra,1
peruvian engineer miguel rincon rincon,0,miguel rincon rincon,1
peruvian foreign minister guillermo larco cox,0,guillermo larco cox,1
peruvian naval attache juan carlos vega llona,0,juan carlos vega llona,1
peruvian president alan garcia,0,alan garcia,1
peruvian president garcia,0,garcia,1
peter samson,1,peter,2
peter samson,1,samson,2
petrobras representative raimundo de oliveira,0,raimundo de oliveira,1
pico fresco,1,fresco,2
pico fresco,1,pico,2
pierre joxe,1,joxe,2
pierre joxe,1,pierre,2
pilot david westeer corey,0,david westeer corey,1
pilot mauricio quiros garcia,0,mauricio quiros garcia,1
pilot osvaldo alfaro aguinada,0,osvaldo alfaro aguinada,1
pizarro leongomez,1,leongomez,2
pizarro leongomez,1,pizarro,2
pj deputy juan pablo cafiero,0,juan pablo cafiero,1
pjf commander guillermo gonzalez calderoni,0,guillermo gonzalez calderoni,1
poet david escobar,0,david escobar,1
police chief fulwood,0,fulwood,1
police chief gen carlos casadiego,0,carlos casadiego,1
police chief quintero,0,quintero,1
police commander jorge eslava,0,jorge eslava,1
police deputy director colonel alejandro sanchez,0,alejandro sanchez,1
political analyst edgar chacon,0,edgar chacon,1
political leader galan,0,galan,1
political leader jaime pardo leal,0,jaime pardo leal,1
porfiiro munoz ledo,1,ledo,2
porfiiro munoz ledo,1,munoz,2
porfiiro munoz ledo,1,porfiiro,2
prd senator porfiiro munoz ledo,0,porfiiro munoz ledo,1
presidency minister antonio rodriguez porth,0,antonio rodriguez porth,1
presidency minister dr antonio rodriguez porth,0,antonio rodriguez porth,1
presidency minister jose antonio rodriguez porth,0,jose antonio rodriguez porth,1
presidency minister juan martinez,0,juan martinez,1
president alan garcia,0,alan garcia,1
president alfonsin,0,alfonsin,1
president alfredo,0,alfredo,1
president alfredo cristiani,0,alfredo cristiani,1
president alfredo cristiano,0,alfredo cristiano,1
president allende,0,allende,1
president andres restrepo,0,andres restrepo,1
president aquino,0,aquino,1
president arias,0,arias,1
president augusto pinochet,0,augusto pinochet,1
president azcona,0,azcona,1
president barco,0,barco,1
president barco vargas,0,barco vargas,1
president bernardo jaramillo,0,bernardo jaramillo,1
president borja,0,borja,1
president bush,0,bush,1
president carlos andres perez,0,carlos andres perez,1
president carlos humberto romero,0,carlos humberto romero,1
president carlos lemos,0,carlos lemos,1
president carlos menem,0,carlos menem,1
president carlos salinas de gortari,0,carlos salinas de gortari,1
president cerezo,0,cerezo,1
president cerezo arevalo,0,cerezo arevalo,1
president cristiani,0,cristiani,1
president cristinai,0,cristinai,1
president cristini,0,cristini,1
president daniel ortega,0,daniel ortega,1
president diego montana,0,diego montana,1
president diego montana cuellar,0,diego montana cuellar,1
president duarte,0,duarte,1
president endara,0,endara,1
president fernando collor de mello,0,fernando collor de mello,1
president francois mitterrand,0,francois mitterrand,1
president garcia,0,garcia,1
president george bush,0,george bush,1
president gonzalo,0,gonzalo,1
president jaime paz zamora,0,jaime paz zamora,1
president jimmy carter,0,jimmy carter,1
president jose azcona,0,jose azcona,1
president jose azcona hoyo,0,jose azcona hoyo,1
president jose napoleon duarte,0,jose napoleon duarte,1
president julio maria saguinetti,0,julio maria saguinetti,1
president kim il-song,0,kim il-song,1
president li,0,li,1
president li teng-hui,0,li teng-hui,1
president manuel solis palma,0,manuel solis palma,1
president menem,0,menem,1
president of the republic guillermo endara,0,guillermo endara,1
president of the supreme court of justice francisco jose guerrero,0,francisco jose guerrero,1
president ortega,0,ortega,1
president oscar arias,0,oscar arias,1
president patricio aylwin,0,patricio aylwin,1
president paz,0,paz,1
president paz zamora,0,paz zamora,1
president perez,0,perez,1
president pinochet,0,pinochet,1
president rafael leonardo callejas romero,0,rafael leonardo callejas romero,1
president raul alfonsin,0,raul alfonsin,1
president reagan,0,reagan,1
president rodrigo borja,0,rodrigo borja,1
president roldos,0,roldos,1
president salinas de gortari,0,salinas de gortari,1
president salvador allende,0,salvador allende,1
president victor paz estenssoro,0,victor paz estenssoro,1
president vinicio cerezo,0,vinicio cerezo,1
president vinicio cerezo arevalo,0,vinicio cerezo arevalo,1
president violeta chamorro,0,violeta chamorro,1
president virgilio barco,0,virgilio barco,1
president virgilio barco vargas,0,virgilio barco vargas,1
president william walker,0,william walker,1
president-elect alfredo cristiani,0,alfredo cristiani,1
president-elect cristiani,0,cristiani,1
president-elect rafael calderon fournier,0,calderon,1
president-elect rafael calderon fournier,0,rafael,1
presidential adviser julio santos,0,julio santos,1
presidential adviser rafael pardo,0,rafael pardo,1
presidential adviser rafael pardo rueda,0,rafael pardo rueda,1
pressure president cristiani,0,cristiani,1
priest ignacio ellacuria,0,ignacio ellacuria,1
priest juan ramon moreno,0,juan ramon moreno,1
priest rafael lopera,0,rafael lopera,1
prime minister armando villanueva,0,armando villanueva,1
prime minister armando villanueva del campo,0,armando villanueva del campo,1
prime minister felipe gonzalez,0,felipe gonzalez,1
prime minister gonzalez,0,gonzalez,1
prime minister luis alberto sanchez,0,luis alberto sanchez,1
prime minister toshiki kaifu,0,toshiki kaifu,1
private malambo tique,0,malambo tique,1
private mariano amaya grimaldi,0,mariano,1
professor carlos medrano vazquez,0,carlos medrano vazquez,1
professor catalina soberanis,0,catalina soberanis,1
professor david leslie kent,0,david leslie kent,1
professor davis leslie kent,0,davis leslie kent,1
prosecutor carbone,0,carbone,1
prosecutor juan carbone herrera,0,juan carbone herrera,1
prospero penados del barrio,1,barrio,2
prospero penados del barrio,1,penados,2
prospero penados del barrio,1,prospero,2
public works minister bruno siebert,0,bruno siebert,1
quinchia mayor saul botero,0,saul botero,1
radical democratic party head jaime tormo,0,jaime tormo,1
radoslav radev,1,radev,2
radoslav radev,1,radoslav,2
rafael antonio villamariona,1,antonio,2
rafael antonio villamariona,1,rafael,2
rafael antonio villamariona,1,villamariona,2
rafael bustillo,1,bustillo,2
rafael bustillo,1,rafael,2
rafael bustillos,1,bustillos,2
rafael bustillos,1,rafael,2
rafael callejas,1,callejas,2
rafael callejas,1,rafael,2
rafael castro arista,1,arista,2
rafael castro arista,1,castro,2
rafael castro arista,1,rafael,2
rafael humberto larios,1,humberto,2
rafael humberto larios,1,larios,2
rafael humberto larios,1,rafael,2
rafael humberto larios lopez,1,humberto,2
rafael humberto larios lopez,1,larios,2
rafael humberto larios lopez,1,lopez,2
rafael humberto larios lopez,1,rafael,2
rafael larios,1,larios,2
rafael larios,1,rafael,2
rafael leonardo callejas romero,1,callejas,2
rafael leonardo callejas romero,1,leonardo,2
rafael leonardo callejas romero,1,rafael,2
rafael leonardo callejas romero,1,romero,2
rafael lopera,1,lopera,2
rafael lopera,1,rafael,2
rafael munoz talavera,1,munoz,2
rafael munoz talavera,1,rafael,2
rafael munoz talavera,1,talavera,2
rafael padilla,1,padilla,2
rafael padilla,1,rafael,2
rafael pardo,1,pardo,2
rafael pardo,1,rafael,2
rafael pardo rueda,1,pardo,2
rafael pardo rueda,1,rafael,2
rafael pardo rueda,1,rueda,2
rafael villamariona,1,rafael,2
rafael villamariona,1,villamariona,2
raimundo de oliveira,1,oliveira,2
raimundo de oliveira,1,raimundo,2
ramiro puyol,1,puyol,2
ramiro puyol,1,ramiro,2
ramon custodio,1,custodio,2
ramon custodio,1,ramon,2
ramon eduardo niebles uzcategui,1,eduardo,2
ramon eduardo niebles uzcategui,1,niebles,2
ramon eduardo niebles uzcategui,1,ramon,2
ramon eduardo niebles uzcategui,1,uzcategui,2
ramon guillen davila,1,davila,2
ramon guillen davila,1,guillen,2
ramon guillen davila,1,ramon,2
ramon niebles uzcategui,1,niebles,2
ramon niebles uzcategui,1,ramon,2
ramon niebles uzcategui,1,uzcategui,2
ramon roberto garay,1,garay,2
ramon roberto garay,1,ramon,2
ramon roberto garay,1,roberto,2
ramon sanchez,1,ramon,2
ramon sanchez,1,sanchez,2
raul alfonsin,1,alfonsin,2
raul alfonsin,1,raul,2
raul arturo lopez,1,arturo,2
raul arturo lopez,1,lopez,2
raul arturo lopez,1,raul,2
raul castaneda,1,castaneda,2
raul castaneda,1,raul,2
raul loayza,1,loayza,2
raul loayza,1,raul,2
raul orejuela,1,orejuela,2
raul orejuela,1,raul,2
raul pellegrini,1,pellegrini,2
raul pellegrini,1,raul,2
"raul pellegrini, alias ""commander rodrigo,""",0,raul pellegrini,1
"raul pellegrini, alias ""commander rodrigo,""",0,rodrigo,1
raul reyes,1,raul,2
raul reyes,1,reyes,2
rebel commander shafik handal,0,shafik handal,1
rector jesuit francisco estrada,0,francisco estrada,1
red cross president denis guzman,0,denis guzman,1
reinaldo figueredo planchart,1,figueredo,2
reinaldo figueredo planchart,1,planchart,2
reinaldo figueredo planchart,1,reinaldo,2
reinaldo macias fernandez,1,fernandez,2
reinaldo macias fernandez,1,macias,2
reinaldo macias fernandez,1,reinaldo,2
rene bultron,1,bultron,2
rene bultron,1,rene,2
rene emilio,1,emilio,2
rene emilio,1,rene,2
rene emilio ponce,1,emilio,2
rene emilio ponce,1,ponce,2
rene emilio ponce,1,rene,2
rene ponce,1,ponce,2
rene ponce,1,rene,2
rene rodriguez hurtado,1,hurtado,2
rene rodriguez hurtado,1,rene,2
rene rodriguez hurtado,1,rodriguez,2
reporter alvaro ayala,0,alvaro ayala,1
reporter hermogenes carrillo,0,hermogenes carrillo,1
reporter luis morales,0,luis morales,1
reporter osvaldo castilla,0,osvaldo castilla,1
reporter roberto navas,0,roberto navas,1
representative carlos ruig,0,carlos ruig,1
republican ronald reagan,0,ronald reagan,1
retired colonel carlos humberto figueroa,0,carlos humberto figueroa,1
retired general enrique ruiz,0,enrique ruiz,1
retired general fernando torres silva,0,fernando torres silva,1
retired general gustavo alvarez martinez,0,gustavo alvarez martinez,1
retired general landazabal reyes,0,landazabal reyes,1
retired general manuel contreras sepulveda,0,manuel contreras sepulveda,1
reverand edgar palacios,0,edgar palacios,1
reverend edgar palacios,0,edgar palacios,1
ricardo acevedo,1,acevedo,2
ricardo acevedo,1,ricardo,2
ricardo alfonso casanova,1,alfonso,2
ricardo alfonso casanova,1,casanova,2
ricardo alfonso casanova,1,ricardo,2
ricardo alfonso casanova sandoval,1,alfonso,2
ricardo alfonso casanova sandoval,1,casanova,2
ricardo alfonso casanova sandoval,1,ricardo,2
ricardo alfonso casanova sandoval,1,sandoval,2
ricardo alvarenga valdivieso,1,alvarenga,2
ricardo alvarenga valdivieso,1,ricardo,2
ricardo alvarenga valdivieso,1,valdivieso,2
ricardo arias calderon,1,arias,2
ricardo arias calderon,1,calderon,2
ricardo arias calderon,1,ricardo,2
ricardo bravo,1,bravo,2
ricardo bravo,1,ricardo,2
ricardo casanova,1,casanova,2
ricardo casanova,1,ricardo,2
ricardo de la cuesta marquez,1,cuesta,2
ricardo de la cuesta marquez,1,marquez,2
ricardo de la cuesta marquez,1,ricardo,2
ricardo miranda,1,miranda,2
ricardo miranda,1,ricardo,2
ricardo montenegro,1,montenegro,2
ricardo montenegro,1,ricardo,2
ricardo navarrete,1,navarrete,2
ricardo navarrete,1,ricardo,2
ricardo valdivieso,1,ricardo,2
ricardo valdivieso,1,valdivieso,2
ricardo wheelock,1,ricardo,2
ricardo wheelock,1,wheelock,2
ricardo zamora,1,ricardo,2
ricardo zamora,1,zamora,2
richard boucher,1,boucher,2
richard boucher,1,richard,2
richard howard,1,howard,2
richard howard,1,richard,2
rightist alfredo cristiani,0,alfredo cristiani,1
rightist deputy d'aubuisson,0,d'aubuisson,1
rightist leader roberto d'aubuisson,0,roberto d'aubuisson,1
rivera y damas,1,damas,2
rivera y damas,1,rivera,2
rivera y damas,1,y,2
roberto angulo,1,angulo,2
roberto angulo,1,roberto,2
roberto carpio,1,carpio,2
roberto carpio,1,roberto,2
roberto d'aubuission,1,d'aubuission,2
roberto d'aubuission,1,roberto,2
roberto d'aubuisson,1,d'aubuisson,2
roberto d'aubuisson,1,roberto,2
roberto d'aubuisson arrieta,1,arrieta,2
roberto d'aubuisson arrieta,1,d'aubuisson,2
roberto d'aubuisson arrieta,1,roberto,2
roberto de abreu,1,abreu,2
roberto de abreu,1,roberto,2
roberto garcia,1,garcia,2
roberto garcia,1,roberto,2
roberto garcia alvarado,1,alvarado,2
roberto garcia alvarado,1,garcia,2
roberto garcia alvarado,1,roberto,2
roberto garcial alvarado,1,alvarado,2
roberto garcial alvarado,1,garcial,2
roberto garcial alvarado,1,roberto,2
roberto linares,1,linares,2
roberto linares,1,roberto,2
roberto lisandy,1,lisandy,2
roberto lisandy,1,roberto,2
roberto navas,1,navas,2
roberto navas,1,roberto,2
roberto roca,1,roberto,2
roberto roca,1,roca,2
roberto salazar,1,roberto,2
roberto salazar,1,salazar,2
roberto salazar manrique,1,manrique,2
roberto salazar manrique,1,roberto,2
roberto salazar manrique,1,salazar,2
roberto valle,1,roberto,2
roberto valle,1,valle,2
roberto valle baldizan,1,baldizan,2
roberto valle baldizan,1,roberto,2
roberto valle baldizan,1,valle,2
roberto victor carlini aroca,1,aroca,2
roberto victor carlini aroca,1,carlini,2
roberto victor carlini aroca,1,roberto,2
roberto victor carlini aroca,1,victor,2
roberto zegers reed,1,reed,2
roberto zegers reed,1,roberto,2
roberto zegers reed,1,zegers,2
robin romero,1,robin,2
robin romero,1,romero,2
rodolfo antonio montoya,1,antonio,2
rodolfo antonio montoya,1,montoya,2
rodolfo antonio montoya,1,rodolfo,2
rodolfo gonzalez,1,gonzalez,2
rodolfo gonzalez,1,rodolfo,2
rodolfo quezada toruno,1,quezada,2
rodolfo quezada toruno,1,rodolfo,2
rodolfo quezada toruno,1,toruno,2
rodolfo vargas,1,rodolfo,2
rodolfo vargas,1,vargas,2
rodrigo asturias,1,asturias,2
rodrigo asturias,1,rodrigo,2
rodrigo borja,1,borja,2
rodrigo borja,1,rodrigo,2
rodrigo lara bonilla,1,bonilla,2
rodrigo lara bonilla,1,lara,2
rodrigo lara bonilla,1,rodrigo,2
rodrigo lloreda caicedo,1,caicedo,2
rodrigo lloreda caicedo,1,lloreda,2
rodrigo lloreda caicedo,1,rodrigo,2
rodrigo madrigal,1,madrigal,2
rodrigo madrigal,1,rodrigo,2
rodrigo madrigal nieto,1,madrigal,2
rodrigo madrigal nieto,1,nieto,2
rodrigo madrigal nieto,1,rodrigo,2
rodrigues arango,1,arango,2
rodrigues arango,1,rodrigues,2
rodriguez gacha,1,gacha,2
rodriguez gacha,1,rodriguez,2
"rodriguez gacha, alias ""the mexican,""",0,rodriguez gacha,1
"rodriguez gacha, alias ""the mexican,""",0,the mexican,1
"rodriguez gacha, alias the mexican",0,rodriguez gacha,1
"rodriguez gacha, alias the mexican",0,the mexican,1
rodriguez hurtado,1,hurtado,2
rodriguez hurtado,1,rodriguez,2
rodriguez porth,1,porth,2
rodriguez porth,1,rodriguez,2
rogelio cruz,1,cruz,2
rogelio cruz,1,rogelio,2
rojas lobos,1,lobos,2
rojas lobos,1,rojas,2
rolando aiquipa contreras,1,aiquipa,2
rolando aiquipa contreras,1,contreras,2
rolando aiquipa contreras,1,rolando,2
rolando cabezas alarcon,1,alarcon,2
rolando cabezas alarcon,1,cabezas,2
rolando cabezas alarcon,1,rolando,2
rolando carrasco,1,carrasco,2
rolando carrasco,1,rolando,2
roman alfonso barrera,1,alfonso,2
roman alfonso barrera,1,barrera,2
roman alfonso barrera,1,roman,2
roman arrieta villalobos,1,arrieta,2
roman arrieta villalobos,1,roman,2
roman arrieta villalobos,1,villalobos,2
romeo aurora,1,aurora,2
romeo aurora,1,romeo,2
romeo tobar astorga,1,astorga,2
romeo tobar astorga,1,romeo,2
romeo tobar astorga,1,tobar,2
ronald reagan,1,reagan,2
ronald reagan,1,ronald,2
roni milo,1,milo,2
roni milo,1,roni,2
rosa chavez,1,chavez,2
rosa chavez,1,rosa,2
rosalio mejia rodriguez,1,mejia,2
rosalio mejia rodriguez,1,rodriguez,2
rosalio mejia rodriguez,1,rosalio,2
ruben romero,1,romero,2
ruben romero,1,ruben,2
ruben zamora,1,ruben,2
ruben zamora,1,zamora,2
ruperto moscoso carrera,1,carrera,2
ruperto moscoso carrera,1,moscoso,2
ruperto moscoso carrera,1,ruperto,2
ruth esperanza aguilar marroquin,1,aguilar,2
